date,aqi
1984-11-26,113
1984-12-03,106
1984-12-10,98
1984-12-17,107
1984-01-01,106
1985-01-01,102
1985-01-07,104
1985-01-14,90
1985-01-21,100
1985-01-28,97
1985-02-04,92
1985-02-11,89
1985-02-18,80
1985-02-25,73
1985-03-04,81
1985-03-11,76
1985-03-18,58
1985-03-25,64
1985-04-01,59
1985-04-08,55
1985-04-15,47
1985-04-22,40
1985-04-29,34
1985-05-06,32
1985-05-13,38
1985-05-20,30
1985-05-27,36
1985-06-03,31
1985-06-10,23
1985-06-17,25
1985-06-24,30
1985-07-01,31
1985-07-08,35
1985-07-15,38
1985-07-22,43
1985-07-29,37
1985-08-05,59
1985-08-12,52
1985-08-19,48
1985-08-26,68
1985-09-02,63
1985-09-09,61
1985-09-16,62
1985-09-23,82
1985-09-30,75
1985-10-07,97
1985-10-14,94
1985-10-21,97
1985-10-28,106
1985-11-04,104
1985-11-11,105
1985-11-18,108
1985-11-25,104
1985-12-02,104
1985-12-09,104
1985-12-16,110
1985-12-23,109
1986-01-01,108
1986-01-06,110
1986-01-13,108
1986-01-20,95
1986-01-27,96
1986-02-03,92
1986-02-10,84
1986-02-17,84
1986-02-24,86
1986-03-03,76
1986-03-10,86
1986-03-17,65
1986-03-24,58
1986-03-31,50
1986-04-07,48
1986-04-14,52
1986-04-21,41
1986-04-28,41
1986-05-05,31
1986-05-12,38
1986-05-19,30
1986-05-26,36
1986-06-02,24
1986-06-09,46
1986-06-16,31
1986-06-23,19
1986-06-30,44
1986-07-07,35
1986-07-14,31
1986-07-21,46
1986-07-28,45
1986-08-04,52
1986-08-11,53
1986-08-18,64
1986-08-25,56
1986-09-01,76
1986-09-08,61
1986-09-15,74
1986-09-22,83
1986-09-29,82
1986-10-06,94
1986-10-13,91
1986-10-20,102
1986-10-27,104
1986-11-03,103
1986-11-10,108
1986-11-17,113
1986-11-24,108
1986-12-01,110
1986-12-08,113
1986-12-15,121
1986-12-22,102
1987-01-01,107
1987-01-05,110
1987-01-12,112
1987-01-19,94
1987-01-26,96
1987-02-02,101
1987-02-09,83
1987-02-16,93
1987-02-23,76
1987-03-02,79
1987-03-09,69
1987-03-16,65
1987-03-23,62
1987-03-30,60
1987-04-06,61
1987-04-13,41
1987-04-20,42
1987-04-27,39
1987-05-04,43
1987-05-11,35
1987-05-18,29
1987-05-25,30
1987-06-01,36
1987-06-08,21
1987-06-15,45
1987-06-22,31
1987-06-29,48
1987-07-06,43
1987-07-13,42
1987-07-20,47
1987-07-27,55
1987-08-03,43
1987-08-10,48
1987-08-17,60
1987-08-24,55
1987-08-31,66
1987-09-07,70
1987-09-14,85
1987-09-21,84
1987-09-28,98
1987-10-05,92
1987-10-12,95
1987-10-19,101
1987-10-26,91
1987-11-02,111
1987-11-09,108
1987-11-16,114
1987-11-23,118
1987-11-30,112
1987-12-07,116
1987-12-14,115
1987-12-21,103
1987-12-28,116
1988-01-04,104
1988-01-11,111
1988-01-18,107
1988-01-25,106
1988-02-01,94
1988-02-08,94
1988-02-15,82
1988-02-22,86
1988-02-29,77
1988-03-07,75
1988-03-14,74
1988-03-21,72
1988-03-28,60
1988-04-04,58
1988-04-11,45
1988-04-18,45
1988-04-25,54
1988-05-02,44
1988-05-09,37
1988-05-16,37
1988-05-23,38
1988-05-30,40
1988-06-06,37
1988-06-13,31
1988-06-20,40
1988-06-27,35
1988-07-04,38
1988-07-11,43
1988-07-18,44
1988-07-25,43
1988-08-01,47
1988-08-08,57
1988-08-15,55
1988-08-22,56
1988-08-29,78
1988-09-05,79
1988-09-12,77
1988-09-19,75
1988-09-26,95
1988-10-03,93
1988-10-10,94
1988-10-17,104
1988-10-24,110
1988-10-31,107
1988-11-07,113
1988-11-14,111
1988-11-21,112
1988-11-28,104
1988-12-05,113
1988-12-12,117
1988-12-19,107
1988-12-26,116
1988-01-01,119
1989-01-02,100
1989-01-09,116
1989-01-16,111
1989-01-23,98
1989-01-30,105
1989-02-06,100
1989-02-13,80
1989-02-20,82
1989-02-27,86
1989-03-06,69
1989-03-13,69
1989-03-20,73
1989-03-27,65
1989-04-03,55
1989-04-10,58
1989-04-17,50
1989-04-24,45
1989-05-01,49
1989-05-08,40
1989-05-15,30
1989-05-22,34
1989-05-29,37
1989-06-05,30
1989-06-12,43
1989-06-19,38
1989-06-26,31
1989-07-03,48
1989-07-10,54
1989-07-17,38
1989-07-24,45
1989-07-31,48
1989-08-07,49
1989-08-14,67
1989-08-21,68
1989-08-28,58
1989-09-04,74
1989-09-11,76
1989-09-18,80
1989-09-25,96
1989-10-02,92
1989-10-09,97
1989-10-16,93
1989-10-23,114
1989-10-30,95
1989-11-06,114
1989-11-13,118
1989-11-20,113
1989-11-27,117
1989-12-04,110
1989-12-11,115
1989-12-18,116
1989-01-01,114
1990-01-01,111
1990-01-08,106
1990-01-15,110
1990-01-22,119
1990-01-29,100
1990-02-05,103
1990-02-12,101
1990-02-19,91
1990-02-26,80
1990-03-05,83
1990-03-12,77
1990-03-19,80
1990-03-26,59
1990-04-02,63
1990-04-09,63
1990-04-16,58
1990-04-23,57
1990-04-30,43
1990-05-07,40
1990-05-14,41
1990-05-21,43
1990-05-28,28
1990-06-04,39
1990-06-11,39
1990-06-18,36
1990-06-25,41
1990-07-02,42
1990-07-09,40
1990-07-16,47
1990-07-23,54
1990-07-30,44
1990-08-06,63
1990-08-13,60
1990-08-20,69
1990-08-27,74
1990-09-03,79
1990-09-10,76
1990-09-17,78
1990-09-24,89
1990-10-01,83
1990-10-08,106
1990-10-15,102
1990-10-22,106
1990-10-29,102
1990-11-05,117
1990-11-12,116
1990-11-19,121
1990-11-26,111
1990-12-03,113
1990-12-10,116
1990-12-17,114
1990-12-24,110
1991-01-01,101
1991-01-07,117
1991-01-14,116
1991-01-21,115
1991-01-28,104
1991-02-04,98
1991-02-11,99
1991-02-18,85
1991-02-25,87
1991-03-04,79
1991-03-11,70
1991-03-18,81
1991-03-25,68
1991-04-01,71
1991-04-08,63
1991-04-15,42
1991-04-22,47
1991-04-29,51
1991-05-06,42
1991-05-13,38
1991-05-20,57
1991-05-27,36
1991-06-03,36
1991-06-10,31
1991-06-17,35
1991-06-24,26
1991-07-01,33
1991-07-08,50
1991-07-15,50
1991-07-22,54
1991-07-29,64
1991-08-05,59
1991-08-12,67
1991-08-19,58
1991-08-26,62
1991-09-02,73
1991-09-09,86
1991-09-16,96
1991-09-23,81
1991-09-30,89
1991-10-07,90
1991-10-14,94
1991-10-21,103
1991-10-28,106
1991-11-04,114
1991-11-11,116
1991-11-18,116
1991-11-25,109
1991-12-02,116
1991-12-09,112
1991-12-16,119
1991-12-23,115
1992-01-01,127
1992-01-06,113
1992-01-13,115
1992-01-20,102
1992-01-27,108
1992-02-03,98
1992-02-10,103
1992-02-17,93
1992-02-24,86
1992-03-02,88
1992-03-09,67
1992-03-16,71
1992-03-23,71
1992-03-30,61
1992-04-06,73
1992-04-13,57
1992-04-20,51
1992-04-27,40
1992-05-04,45
1992-05-11,54
1992-05-18,40
1992-05-25,43
1992-06-01,42
1992-06-08,48
1992-06-15,48
1992-06-22,42
1992-06-29,46
1992-07-06,51
1992-07-13,50
1992-07-20,48
1992-07-27,55
1992-08-03,52
1992-08-10,60
1992-08-17,64
1992-08-24,78
1992-08-31,77
1992-09-07,81
1992-09-14,89
1992-09-21,102
1992-09-28,101
1992-10-05,97
1992-10-12,114
1992-10-19,99
1992-10-26,113
1992-11-02,109
1992-11-09,116
1992-11-16,119
1992-11-23,119
1992-11-30,123
1992-12-07,107
1992-12-14,126
1992-12-21,114
1992-12-28,124
1993-01-04,123
1993-01-11,111
1993-01-18,121
1993-01-25,103
1993-02-01,100
1993-02-08,96
1993-02-15,103
1993-02-22,94
1993-03-01,83
1993-03-08,89
1993-03-15,79
1993-03-22,66
1993-03-29,72
1993-04-05,71
1993-04-12,54
1993-04-19,61
1993-04-26,61
1993-05-03,55
1993-05-10,48
1993-05-17,54
1993-05-24,45
1993-05-31,55
1993-06-07,47
1993-06-14,45
1993-06-21,45
1993-06-28,42
1993-07-05,36
1993-07-12,54
1993-07-19,62
1993-07-26,53
1993-08-02,66
1993-08-09,62
1993-08-16,63
1993-08-23,78
1993-08-30,82
1993-09-06,83
1993-09-13,83
1993-09-20,85
1993-09-27,84
1993-10-04,103
1993-10-11,111
1993-10-18,119
1993-10-25,118
1993-11-01,123
1993-11-08,101
1993-11-15,123
1993-11-22,122
1993-11-29,126
1993-12-06,123
1993-12-13,124
1993-12-20,120
1993-12-27,122
1993-01-01,110
1994-01-03,123
1994-01-10,121
1994-01-17,124
1994-01-24,119
1994-01-31,105
1994-02-07,105
1994-02-14,99
1994-02-21,97
1994-02-28,100
1994-03-07,81
1994-03-14,82
1994-03-21,79
1994-03-28,68
1994-04-04,74
1994-04-11,66
1994-04-18,69
1994-04-25,53
1994-05-02,57
1994-05-09,52
1994-05-16,49
1994-05-23,48
1994-05-30,50
1994-06-06,43
1994-06-13,51
1994-06-20,58
1994-06-27,50
1994-07-04,49
1994-07-11,50
1994-07-18,58
1994-07-25,54
1994-08-01,54
1994-08-08,56
1994-08-15,77
1994-08-22,77
1994-08-29,70
1994-09-05,75
1994-09-12,95
1994-09-19,88
1994-09-26,94
1994-10-03,103
1994-10-10,105
1994-10-17,110
1994-10-24,114
1994-10-31,118
1994-11-07,105
1994-11-14,116
1994-11-21,125
1994-11-28,121
1994-12-05,126
1994-12-12,129
1994-12-19,121
1994-01-01,114
1995-01-02,119
1995-01-09,130
1995-01-16,125
1995-01-23,131
1995-01-30,114
1995-02-06,107
1995-02-13,107
1995-02-20,94
1995-02-27,96
1995-03-06,88
1995-03-13,86
1995-03-20,82
1995-03-27,81
1995-04-03,57
1995-04-10,81
1995-04-17,55
1995-04-24,54
1995-05-01,58
1995-05-08,61
1995-05-15,50
1995-05-22,44
1995-05-29,47
1995-06-05,52
1995-06-12,45
1995-06-19,43
1995-06-26,53
1995-07-03,47
1995-07-10,55
1995-07-17,64
1995-07-24,53
1995-07-31,68
1995-08-07,58
1995-08-14,78
1995-08-21,78
1995-08-28,73
1995-09-04,89
1995-09-11,92
1995-09-18,96
1995-09-25,90
1995-10-02,100
1995-10-09,114
1995-10-16,111
1995-10-23,109
1995-10-30,114
1995-11-06,116
1995-11-13,127
1995-11-20,124
1995-11-27,120
1995-12-04,122
1995-12-11,124
1995-12-18,129
1995-01-01,125
1996-01-01,121
1996-01-08,121
1996-01-15,127
1996-01-22,129
1996-01-29,112
1996-02-05,115
1996-02-12,108
1996-02-19,88
1996-02-26,99
1996-03-04,81
1996-03-11,92
1996-03-18,71
1996-03-25,74
1996-04-01,72
1996-04-08,68
1996-04-15,59
1996-04-22,60
1996-04-29,56
1996-05-06,70
1996-05-13,47
1996-05-20,54
1996-05-27,50
1996-06-03,49
1996-06-10,52
1996-06-17,31
1996-06-24,55
1996-07-01,57
1996-07-08,50
1996-07-15,62
1996-07-22,69
1996-07-29,83
1996-08-05,66
1996-08-12,69
1996-08-19,88
1996-08-26,81
1996-09-02,88
1996-09-09,87
1996-09-16,89
1996-09-23,102
1996-09-30,105
1996-10-07,115
1996-10-14,108
1996-10-21,116
1996-10-28,117
1996-11-04,127
1996-11-11,128
1996-11-18,130
1996-11-25,127
1996-12-02,126
1996-12-09,132
1996-12-16,165
1996-12-23,152
1997-01-01,158
1997-01-06,149
1997-01-13,145
1997-01-20,146
1997-01-27,140
1997-02-03,131
1997-02-10,129
1997-02-17,120
1997-02-24,117
1997-03-03,104
1997-03-10,111
1997-03-17,104
1997-03-24,90
1997-03-31,87
1997-04-07,90
1997-04-14,72
1997-04-21,64
1997-04-28,73
1997-05-05,63
1997-05-12,66
1997-05-19,54
1997-05-26,67
1997-06-02,65
1997-06-09,55
1997-06-16,54
1997-06-23,68
1997-06-30,60
1997-07-07,54
1997-07-14,76
1997-07-21,74
1997-07-28,71
1997-08-04,77
1997-08-11,85
1997-08-18,89
1997-08-25,98
1997-09-01,105
1997-09-08,110
1997-09-15,105
1997-09-22,120
1997-09-29,129
1997-10-06,136
1997-10-13,139
1997-10-20,140
1997-10-27,139
1997-11-03,151
1997-11-10,158
1997-11-17,150
1997-11-24,155
1997-12-01,156
1997-12-08,169
1997-12-15,153
1997-12-22,156
1998-01-01,160
1998-01-05,149
1998-01-12,150
1998-01-19,149
1998-01-26,142
1998-02-02,133
1998-02-09,140
1998-02-16,135
1998-02-23,126
1998-03-02,123
1998-03-09,119
1998-03-16,109
1998-03-23,100
1998-04-06,85
1998-04-13,94
1998-04-20,78
1998-04-27,72
1998-05-04,68
1998-05-11,74
1998-05-18,74
1998-05-25,60
1998-06-01,53
1998-06-08,57
1998-06-15,49
1998-06-22,60
1998-06-29,53
1998-07-06,64
1998-07-13,62
1998-07-20,74
1998-07-27,77
1998-08-03,85
1998-08-10,88
1998-08-17,93
1998-08-24,94
1998-08-31,100
1998-09-07,112
1998-09-14,114
1998-09-21,127
1998-09-28,130
1998-10-05,132
1998-10-12,132
1998-10-19,140
1998-10-26,142
1998-11-02,154
1998-11-09,160
1998-11-16,159
1998-11-23,157
1998-11-30,157
1998-12-07,160
1998-12-14,161
1998-12-21,154
1998-12-28,143
1999-01-04,165
1999-01-11,153
1999-01-18,144
1999-01-25,137
1999-02-01,143
1999-02-08,131
1999-02-15,127
1999-02-22,124
1999-03-01,118
1999-03-08,98
1999-03-15,116
1999-03-22,108
1999-03-29,101
1999-04-05,96
1999-04-12,80
1999-04-19,82
1999-04-26,77
1999-05-03,70
1999-05-10,77
1999-05-17,60
1999-05-24,60
1999-05-31,61
1999-06-07,62
1999-06-14,50
1999-06-21,58
1999-06-28,65
1999-07-05,68
1999-07-12,55
1999-07-19,79
1999-07-26,76
1999-08-02,87
1999-08-09,83
1999-08-16,97
1999-08-23,103
1999-08-30,102
1999-09-06,124
1999-09-13,123
1999-09-20,126
1999-09-27,131
1999-10-04,136
1999-10-11,140
1999-10-18,139
1999-10-25,150
1999-11-01,150
1999-11-08,157
1999-11-15,169
1999-11-22,154
1999-11-29,165
1999-12-06,154
1999-12-13,154
1999-12-20,159
1999-12-27,159
1999-01-01,159
2000-01-03,167
2000-01-10,154
2000-01-17,154
2000-01-24,157
2000-01-31,153
2000-02-07,140
2000-02-14,141
2000-02-21,130
2000-02-28,121
2000-03-06,121
2000-03-13,118
2000-03-20,108
2000-03-27,89
2000-04-03,86
2000-04-10,82
2000-04-17,77
2000-04-24,73
2000-05-01,70
2000-05-08,69
2000-05-15,68
2000-05-22,64
2000-05-29,74
2000-06-05,60
2000-06-12,67
2000-06-19,57
2000-06-26,60
2000-07-03,69
2000-07-10,73
2000-07-17,74
2000-07-24,86
2000-07-31,83
2000-08-07,91
2000-08-14,93
2000-08-21,98
2000-08-28,102
2000-09-04,114
2000-09-11,117
2000-09-18,119
2000-09-25,133
2000-10-02,135
2000-10-09,140
2000-10-16,153
2000-10-23,160
2000-10-30,144
2000-11-06,162
2000-11-13,148
2000-11-20,165
2000-11-27,156
2000-12-04,169
2000-12-11,160
2000-12-18,164
2000-01-01,165
2001-01-01,159
2001-01-08,161
2001-01-15,151
2001-01-22,153
2001-01-29,153
2001-02-05,141
2001-02-12,131
2001-02-19,128
2001-02-26,130
2001-03-05,112
2001-03-12,114
2001-03-19,113
2001-03-26,111
2001-04-02,96
2001-04-09,96
2001-04-16,97
2001-04-23,78
2001-04-30,81
2001-05-07,75
2001-05-14,67
2001-05-21,71
2001-05-28,74
2001-06-04,70
2001-06-11,54
2001-06-18,57
2001-06-25,62
2001-07-02,74
2001-07-09,68
2001-07-16,74
2001-07-23,79
2001-07-30,84
2001-08-06,85
2001-08-13,98
2001-08-20,96
2001-08-27,96
2001-09-03,118
2001-09-10,116
2001-09-17,122
2001-09-24,129
2001-10-01,130
2001-10-08,144
2001-10-15,149
2001-10-22,150
2001-10-29,157
2001-11-05,157
2001-11-12,163
2001-11-19,167
2001-11-26,164
2001-12-03,166
2001-12-10,155
2001-12-17,168
2001-12-24,163
2002-01-01,169
2002-01-07,165
2002-01-14,159
2002-01-21,156
2002-01-28,144
2002-02-04,135
2002-02-11,151
2002-02-18,139
2002-02-25,133
2002-03-04,118
2002-03-11,115
2002-03-18,106
2002-03-25,103
2002-04-01,107
2002-04-08,106
2002-04-15,95
2002-04-22,78
2002-04-29,70
2002-05-06,79
2002-05-13,70
2002-05-20,77
2002-05-27,82
2002-06-03,66
2002-06-10,71
2002-06-17,67
2002-06-24,68
2002-07-01,68
2002-07-08,70
2002-07-15,69
2002-07-22,83
2002-07-29,93
2002-08-05,90
2002-08-12,90
2002-08-19,104
2002-08-26,112
2002-09-02,115
2002-09-09,122
2002-09-16,127
2002-09-23,127
2002-09-30,137
2002-10-07,143
2002-10-14,157
2002-10-21,159
2002-10-28,159
2002-11-04,159
2002-11-11,158
2002-11-18,155
2002-11-25,168
2002-12-02,161
2002-12-09,167
2002-12-16,169
2002-12-23,158
2003-01-01,168
2003-01-06,163
2003-01-13,157
2003-01-20,165
2003-01-27,152
2003-02-03,157
2003-02-10,141
2003-02-17,141
2003-02-24,137
2003-03-03,127
2003-03-10,126
2003-03-17,113
2003-03-24,109
2003-03-31,108
2003-04-07,97
2003-04-14,87
2003-04-21,86
2003-04-28,77
2003-05-05,83
2003-05-12,85
2003-05-19,76
2003-05-26,66
2003-06-02,57
2003-06-09,65
2003-06-16,67
2003-06-23,78
2003-06-30,69
2003-07-07,80
2003-07-14,82
2003-07-21,90
2003-07-28,91
2003-08-04,89
2003-08-11,97
2003-08-18,98
2003-08-25,116
2003-09-01,114
2003-09-08,114
2003-09-15,136
2003-09-22,135
2003-09-29,136
2003-10-06,150
2003-10-13,159
2003-10-20,157
2003-10-27,158
2003-11-03,169
2003-11-10,158
2003-11-17,168
2003-11-24,173
2003-12-01,171
2003-12-08,176
2003-12-15,171
2003-12-22,174
2004-01-01,158
2004-01-05,178
2004-01-12,168
2004-01-19,173
2004-01-26,155
2004-02-02,161
2004-02-09,146
2004-02-16,142
2004-02-23,138
2004-03-01,127
2004-03-08,122
2004-03-15,125
2004-03-22,108
2004-03-29,111
2004-04-05,96
2004-04-12,103
2004-04-19,97
2004-04-26,86
2004-05-03,82
2004-05-10,79
2004-05-17,71
2004-05-24,74
2004-05-31,70
2004-06-07,74
2004-06-14,78
2004-06-21,76
2004-06-28,77
2004-07-05,71
2004-07-12,87
2004-07-19,90
2004-07-26,90
2004-08-02,98
2004-08-09,95
2004-08-16,107
2004-08-23,111
2004-08-30,121
2004-09-06,120
2004-09-13,109
2004-09-20,136
2004-09-27,141
2004-10-04,144
2004-10-11,151
2004-10-18,156
2004-10-25,163
2004-11-01,166
2004-11-08,176
2004-11-15,170
2004-11-22,177
2004-11-29,163
2004-12-06,170
2004-12-13,175
2004-12-20,177
2004-12-27,168
2005-01-03,175
2005-01-10,166
2005-01-17,160
2005-01-24,156
2005-01-31,153
2005-02-07,145
2005-02-14,145
2005-02-21,141
2005-02-28,131
2005-03-07,126
2005-03-14,132
2005-03-21,126
2005-03-28,121
2005-04-04,115
2005-04-11,110
2005-04-18,101
2005-04-25,103
2005-05-02,79
2005-05-09,81
2005-05-16,79
2005-05-23,69
2005-05-30,79
2005-06-06,81
2005-06-13,74
2005-06-20,81
2005-06-27,71
2005-07-04,85
2005-07-11,67
2005-07-18,84
2005-07-25,93
2005-08-01,86
2005-08-08,107
2005-08-15,100
2005-08-22,112
2005-08-29,119
2005-09-05,126
2005-09-12,128
2005-09-19,130
2005-09-26,140
2005-10-03,149
2005-10-10,150
2005-10-17,157
2005-10-24,167
2005-10-31,166
2005-11-07,164
2005-11-14,176
2005-11-21,169
2005-11-28,177
2005-12-05,170
2005-12-12,183
2005-12-19,177
2005-12-26,177
2005-01-01,188
2006-01-02,181
2006-01-09,172
2006-01-16,182
2006-01-23,172
2006-01-30,156
2006-02-06,149
2006-02-13,148
2006-02-20,142
2006-02-27,140
2006-03-06,128
2006-03-13,129
2006-03-20,106
2006-03-27,112
2006-04-03,105
2006-04-10,111
2006-04-17,108
2006-04-24,95
2006-05-01,85
2006-05-08,69
2006-05-15,57
2006-05-22,62
2006-05-29,68
2006-06-05,71
2006-06-12,64
2006-06-19,69
2006-06-26,71
2006-07-03,58
2006-07-10,71
2006-07-17,72
2006-07-24,74
2006-07-31,79
2006-08-07,76
2006-08-14,99
2006-08-21,98
2006-08-28,104
2006-09-04,110
2006-09-11,108
2006-09-18,109
2006-09-25,121
2006-10-02,119
2006-10-09,125
2006-10-16,136
2006-10-23,137
2006-10-30,149
2006-11-06,133
2006-11-13,143
2006-11-20,140
2006-11-27,144
2006-12-04,142
2006-12-11,149
2006-12-18,139
2006-01-01,149
2007-01-01,139
2007-01-08,145
2007-01-15,141
2007-01-22,142
2007-01-29,129
2007-02-05,125
2007-02-12,132
2007-02-19,126
2007-02-26,115
2007-03-05,105
2007-03-12,116
2007-03-19,100
2007-03-26,107
2007-04-02,86
2007-04-09,94
2007-04-16,89
2007-04-23,81
2007-04-30,74
2007-05-07,76
2007-05-14,85
2007-05-21,54
2007-05-28,72
2007-06-04,67
2007-06-11,65
2007-06-18,67
2007-06-25,65
2007-07-02,61
2007-07-09,75
2007-07-16,77
2007-07-23,84
2007-07-30,84
2007-08-06,78
2007-08-13,95
2007-08-20,90
2007-08-27,102
2007-09-03,109
2007-09-10,110
2007-09-17,114
2007-09-24,114
2007-10-01,118
2007-10-08,125
2007-10-15,144
2007-10-22,128
2007-10-29,138
2007-11-05,133
2007-11-12,151
2007-11-19,152
2007-11-26,143
2007-12-03,158
2007-12-10,134
2007-12-17,144
2007-12-24,156
2008-01-01,140
2008-01-07,144
2008-01-14,153
2008-01-21,133
2008-01-28,125
2008-02-04,131
2008-02-11,126
2008-02-18,126
2008-02-25,116
2008-03-03,114
2008-03-10,94
2008-03-17,101
2008-03-24,103
2008-03-31,100
2008-04-07,88
2008-04-14,92
2008-04-21,93
2008-04-28,85
2008-05-05,75
2008-05-12,70
2008-05-19,71
2008-05-26,61
2008-06-02,66
2008-06-09,82
2008-06-16,81
2008-06-23,77
2008-06-30,69
2008-07-07,82
2008-07-14,90
2008-07-21,88
2008-07-28,85
2008-08-04,84
2008-08-11,99
2008-08-18,98
2008-08-25,109
2008-09-01,104
2008-09-08,119
2008-09-15,106
2008-09-22,122
2008-09-29,131
2008-10-06,133
2008-10-13,134
2008-10-20,138
2008-10-27,136
2009-11-02,138
2009-11-09,145
2009-11-16,147
2009-11-23,151
2009-11-30,140
2009-12-07,150
2009-12-14,150
2009-12-21,145
2009-12-28,146
2010-01-04,155
2010-01-11,142
2010-01-18,143
2010-01-25,142
2010-02-01,137
2010-02-08,141
2010-02-15,131
2010-02-22,124
2010-03-01,117
2010-03-08,111
2010-03-15,113
2010-03-22,106
2010-03-29,106
2010-04-05,93
2010-04-12,88
2010-04-19,83
2010-04-26,87
2010-05-03,90
2010-05-10,78
2010-05-17,79
2010-05-24,75
2010-05-31,76
2010-06-07,62
2010-06-14,65
2010-06-21,72
2010-06-28,78
2010-07-05,79
2010-07-12,84
2010-07-19,89
2010-07-26,87
2010-08-02,97
2010-08-09,82
2010-08-16,95
2010-08-23,105
2010-08-30,112
2010-09-06,108
