city,date,weather_satisfaction,air_quality_satisfaction
Lahore,1985-02-02,9,2
Lahore,1985-02-09,7,10
Lahore,1985-02-13,6,4
Lahore,1985-02-19,7,1
Lahore,1985-03-01,9,1
Lahore,1985-03-11,1,4
Lahore,1985-03-18,7,4
Lahore,1985-03-19,7,2
Lahore,1985-03-26,9,6
Lahore,1985-04-07,9,6
Lahore,1985-04-13,8,4
Lahore,1985-04-16,7,5
Lahore,1985-04-23,7,6
Lahore,1985-04-30,8,4
Lahore,1985-05-12,6,6
Lahore,1985-05-14,5,6
Lahore,1985-05-24,6,5
Lahore,1985-06-02,3,4
Lahore,1985-06-10,3,5
Lahore,1985-06-15,2,8
Lahore,1985-06-20,3,5
Lahore,1985-07-01,3,5
Lahore,1985-07-02,2,8
Lahore,1985-07-12,3,2
Lahore,1985-07-17,3,7
Lahore,1985-07-24,5,4
Lahore,1985-08-02,6,4
Lahore,1985-08-08,2,4
Lahore,1985-08-14,5,5
Lahore,1985-08-23,3,5
Lahore,1985-08-27,5,7
Lahore,1985-09-09,8,2
Lahore,1985-09-13,6,6
Lahore,1985-09-23,5,3
Lahore,1985-09-30,4,4
Lahore,1985-10-03,8,5
Lahore,1985-10-11,7,3
Lahore,1985-10-21,7,3
Lahore,1985-10-25,7,3
Lahore,1985-11-01,4,3
Lahore,1985-11-07,7,2
Lahore,1985-11-13,5,2
Lahore,1985-11-22,6,2
Lahore,1985-11-30,4,4
Lahore,1985-12-09,6,1
Lahore,1985-12-10,3,2
Lahore,1985-12-18,5,2
Lahore,1985-12-26,3,2
Lahore,1986-01-05,5,1
Lahore,1986-01-09,5,2
Lahore,1986-01-20,5,1
Lahore,1986-01-26,5,1
Lahore,1986-02-02,8,5
Lahore,1986-02-09,6,4
Lahore,1986-02-17,8,3
Lahore,1986-02-18,7,2
Lahore,1986-02-26,9,3
Lahore,1986-03-07,8,4
Lahore,1986-03-13,8,6
Lahore,1986-03-22,6,6
Lahore,1986-03-28,8,3
Lahore,1986-04-04,8,5
Lahore,1986-04-10,7,5
Lahore,1986-04-19,9,4
Lahore,1986-04-25,8,6
Lahore,1986-05-03,6,5
Lahore,1986-05-10,8,3
Lahore,1986-05-15,6,8
Lahore,1986-05-23,4,7
Lahore,1986-05-31,6,4
Lahore,1986-06-05,6,4
Lahore,1986-06-11,10,4
Lahore,1986-06-21,4,4
Lahore,1986-06-28,2,4
Lahore,1986-07-05,5,2
Lahore,1986-07-12,2,6
Lahore,1986-07-17,4,6
Lahore,1986-07-22,2,7
Lahore,1986-07-29,3,5
Lahore,1986-08-08,5,7
Lahore,1986-08-18,2,5
Lahore,1986-08-22,2,4
Lahore,1986-08-28,5,6
Lahore,1986-09-08,7,4
Lahore,1986-09-09,4,4
Lahore,1986-09-17,6,4
Lahore,1986-09-28,6,2
Lahore,1986-09-30,5,3
Lahore,1986-10-08,7,1
Lahore,1986-10-17,7,2
Lahore,1986-10-22,9,5
Lahore,1986-10-30,8,1
Lahore,1986-11-08,6,1
Lahore,1986-11-14,6,1
Lahore,1986-11-19,9,1
Lahore,1986-11-25,6,2
Lahore,1986-12-08,6,4
Lahore,1986-12-10,4,1
Lahore,1986-12-20,5,2
Lahore,1986-12-28,6,3
Lahore,1987-01-02,5,2
Lahore,1987-01-07,7,1
Lahore,1987-01-14,7,1
Lahore,1987-01-23,7,2
Lahore,1987-01-30,8,2
Lahore,1987-02-08,6,4
Lahore,1987-02-15,7,2
Lahore,1987-02-19,6,1
Lahore,1987-02-28,8,2
Lahore,1987-03-03,9,4
Lahore,1987-03-12,7,2
Lahore,1987-03-20,9,2
Lahore,1987-03-27,8,3
Lahore,1987-04-03,8,4
Lahore,1987-04-13,9,5
Lahore,1987-04-15,8,3
Lahore,1987-04-25,8,4
Lahore,1987-04-30,8,5
Lahore,1987-05-09,7,6
Lahore,1987-05-12,8,6
Lahore,1987-05-25,6,6
Lahore,1987-05-28,7,3
Lahore,1987-06-04,4,6
Lahore,1987-06-10,3,5
Lahore,1987-06-20,3,7
Lahore,1987-06-29,5,5
Lahore,1987-06-30,3,5
Lahore,1987-07-11,3,6
Lahore,1987-07-15,10,4
Lahore,1987-07-25,2,5
Lahore,1987-07-30,5,4
Lahore,1987-08-04,4,4
Lahore,1987-08-11,3,5
Lahore,1987-08-19,6,4
Lahore,1987-08-26,1,5
Lahore,1987-09-05,6,3
Lahore,1987-09-09,6,5
Lahore,1987-09-18,1,4
Lahore,1987-09-28,7,3
Lahore,1987-09-29,6,5
Lahore,1987-10-06,6,1
Lahore,1987-10-14,3,10
Lahore,1987-10-22,6,1
Lahore,1987-10-30,9,4
Lahore,1987-11-06,7,2
Lahore,1987-11-10,5,2
Lahore,1987-11-22,5,1
Lahore,1987-11-28,6,2
Lahore,1987-12-01,5,2
Lahore,1987-12-13,4,2
Lahore,1987-12-18,5,3
Lahore,1987-12-27,5,3
Lahore,1987-12-29,4,2
Lahore,1988-01-07,6,1
Lahore,1988-01-18,6,2
Lahore,1988-01-19,6,4
Lahore,1988-01-31,6,1
Lahore,1988-02-05,9,3
Lahore,1988-02-14,8,5
Lahore,1988-02-21,6,1
Lahore,1988-02-27,7,3
Lahore,1988-03-07,7,5
Lahore,1988-03-10,8,4
Lahore,1988-03-15,10,4
Lahore,1988-03-26,7,6
Lahore,1988-03-29,6,4
Lahore,1988-04-10,9,5
Lahore,1988-04-18,8,5
Lahore,1988-04-22,8,3
Lahore,1988-04-28,8,5
Lahore,1988-05-06,4,4
Lahore,1988-05-11,5,6
Lahore,1988-05-19,1,6
Lahore,1988-05-25,4,7
Lahore,1988-06-03,2,4
Lahore,1988-06-07,4,3
Lahore,1988-06-20,5,6
Lahore,1988-06-25,3,3
Lahore,1988-06-29,4,8
Lahore,1988-07-11,3,4
Lahore,1988-07-16,5,7
Lahore,1988-07-24,4,4
Lahore,1988-07-27,5,3
Lahore,1988-08-06,5,5
Lahore,1988-08-12,6,4
Lahore,1988-08-18,7,5
Lahore,1988-08-27,5,5
Lahore,1988-09-02,4,6
Lahore,1988-09-07,5,4
Lahore,1988-09-13,5,3
Lahore,1988-09-20,8,3
Lahore,1988-10-02,7,1
Lahore,1988-10-05,9,2
Lahore,1988-10-16,8,2
Lahore,1988-10-20,8,1
Lahore,1988-10-30,10,4
Lahore,1988-11-06,7,2
Lahore,1988-11-14,6,1
Lahore,1988-11-21,8,4
Lahore,1988-11-28,5,1
Lahore,1988-12-02,5,4
Lahore,1988-12-11,6,3
Lahore,1988-12-18,5,3
Lahore,1988-12-25,4,3
Lahore,1988-12-29,4,1
Lahore,1989-01-03,6,1
Lahore,1989-01-11,7,1
Lahore,1989-01-20,6,2
Lahore,1989-01-27,7,2
Lahore,1989-01-31,4,1
Lahore,1989-02-13,6,1
Lahore,1989-02-16,8,3
Lahore,1989-02-23,8,1
Lahore,1989-03-05,7,10
Lahore,1989-03-12,8,2
Lahore,1989-03-19,7,1
Lahore,1989-03-24,8,5
Lahore,1989-03-30,9,4
Lahore,1989-04-06,9,5
Lahore,1989-04-11,9,2
Lahore,1989-04-22,7,4
Lahore,1989-05-01,5,4
Lahore,1989-05-03,7,4
Lahore,1989-05-09,6,5
Lahore,1989-05-16,3,5
Lahore,1989-05-23,6,6
Lahore,1989-06-05,4,5
Lahore,1989-06-08,3,6
Lahore,1989-06-13,3,7
Lahore,1989-06-20,2,5
Lahore,1989-06-28,2,4
Lahore,1989-07-05,2,8
Lahore,1989-07-11,2,4
Lahore,1989-07-18,5,4
Lahore,1989-07-25,3,4
Lahore,1989-08-05,5,5
Lahore,1989-08-12,5,5
Lahore,1989-08-15,4,6
Lahore,1989-08-28,6,6
Lahore,1989-08-30,5,5
Lahore,1989-09-09,6,2
Lahore,1989-09-17,5,5
Lahore,1989-09-25,7,4
Lahore,1989-10-02,8,3
Lahore,1989-10-09,8,3
Lahore,1989-10-14,7,3
Lahore,1989-10-23,9,2
Lahore,1989-10-25,8,4
Lahore,1989-11-06,7,3
Lahore,1989-11-10,8,2
Lahore,1989-11-19,6,1
Lahore,1989-11-23,5,4
Lahore,1989-12-04,6,1
Lahore,1989-12-09,7,3
Lahore,1989-12-18,5,3
Lahore,1989-12-24,4,2
Lahore,1989-12-30,5,2
Lahore,1990-01-06,7,1
Lahore,1990-01-14,5,3
Lahore,1990-01-17,7,1
Lahore,1990-01-25,8,3
Lahore,1990-01-30,6,2
Lahore,1990-02-09,7,4
Lahore,1990-02-17,7,2
Lahore,1990-02-21,7,1
Lahore,1990-03-01,8,5
Lahore,1990-03-07,8,4
Lahore,1990-03-15,8,2
Lahore,1990-03-22,7,5
Lahore,1990-03-31,9,2
Lahore,1990-04-07,7,6
Lahore,1990-04-14,7,4
Lahore,1990-04-17,7,6
Lahore,1990-04-24,8,4
Lahore,1990-05-04,6,7
Lahore,1990-05-12,6,1
Lahore,1990-05-16,6,7
Lahore,1990-05-24,5,5
Lahore,1990-05-29,5,5
Lahore,1990-06-06,4,6
Lahore,1990-06-12,1,4
Lahore,1990-06-24,5,3
Lahore,1990-06-29,5,6
Lahore,1990-07-09,6,4
Lahore,1990-07-14,3,5
Lahore,1990-07-21,3,4
Lahore,1990-07-24,5,3
Lahore,1990-08-02,3,5
Lahore,1990-08-09,4,3
Lahore,1990-08-17,3,5
Lahore,1990-08-27,3,4
Lahore,1990-08-28,6,3
Lahore,1990-09-07,6,2
Lahore,1990-09-13,5,4
Lahore,1990-09-23,6,2
Lahore,1990-09-25,6,3
Lahore,1990-10-07,7,5
Lahore,1990-10-12,7,1
Lahore,1990-10-22,8,1
Lahore,1990-10-24,8,2
Lahore,1990-11-04,5,3
Lahore,1990-11-09,8,1
Lahore,1990-11-15,6,3
Lahore,1990-11-24,7,1
Lahore,1990-11-29,5,1
Lahore,1990-12-08,4,1
Lahore,1990-12-11,4,1
Lahore,1990-12-18,4,1
Lahore,1990-12-29,6,2
Lahore,1991-01-02,6,2
Lahore,1991-01-10,5,1
Lahore,1991-01-17,6,2
Lahore,1991-01-22,7,2
Lahore,1991-02-01,7,5
Lahore,1991-02-08,7,2
Lahore,1991-02-15,8,2
Lahore,1991-02-24,5,3
Lahore,1991-03-04,10,6
Lahore,1991-03-09,7,3
Lahore,1991-03-17,9,2
Lahore,1991-03-24,9,5
Lahore,1991-03-27,7,10
Lahore,1991-04-06,8,6
Lahore,1991-04-09,8,7
Lahore,1991-04-21,6,4
Lahore,1991-04-27,8,2
Lahore,1991-05-06,6,6
Lahore,1991-05-13,5,5
Lahore,1991-05-16,5,5
Lahore,1991-05-22,6,5
Lahore,1991-05-31,6,6
Lahore,1991-06-09,4,7
Lahore,1991-06-15,6,8
Lahore,1991-06-19,2,4
Lahore,1991-07-01,3,5
Lahore,1991-07-03,4,8
Lahore,1991-07-13,5,7
Lahore,1991-07-19,3,6
Lahore,1991-07-27,2,5
Lahore,1991-08-01,4,4
Lahore,1991-08-12,6,4
Lahore,1991-08-16,6,6
Lahore,1991-08-26,4,5
Lahore,1991-09-02,8,3
Lahore,1991-09-09,6,3
Lahore,1991-09-11,6,3
Lahore,1991-09-22,6,6
Lahore,1991-09-29,4,3
Lahore,1991-10-07,1,2
Lahore,1991-10-13,7,4
Lahore,1991-10-18,9,4
Lahore,1991-10-27,6,1
Lahore,1991-11-01,7,2
Lahore,1991-11-10,7,1
Lahore,1991-11-16,6,3
Lahore,1991-11-25,5,3
Lahore,1991-11-30,6,3
Lahore,1991-12-08,5,1
Lahore,1991-12-14,5,3
Lahore,1991-12-23,6,1
Lahore,1991-12-29,5,1
Lahore,1992-01-05,6,3
Lahore,1992-01-07,6,1
Lahore,1992-01-18,7,1
Lahore,1992-01-27,6,4
Lahore,1992-02-01,6,5
Lahore,1992-02-10,7,3
Lahore,1992-02-12,8,2
Lahore,1992-02-23,6,2
Lahore,1992-02-29,8,2
Lahore,1992-03-08,6,2
Lahore,1992-03-13,8,5
Lahore,1992-03-18,8,4
Lahore,1992-03-24,9,3
Lahore,1992-04-03,7,6
Lahore,1992-04-13,8,3
Lahore,1992-04-16,7,6
Lahore,1992-04-26,8,5
Lahore,1992-04-29,7,4
Lahore,1992-05-11,7,6
Lahore,1992-05-14,5,5
Lahore,1992-05-20,5,5
Lahore,1992-05-29,5,1
Lahore,1992-06-03,3,8
Lahore,1992-06-09,2,6
Lahore,1992-06-19,4,5
Lahore,1992-06-23,4,4
Lahore,1992-07-05,4,5
Lahore,1992-07-07,5,6
Lahore,1992-07-16,2,6
Lahore,1992-07-27,4,6
Lahore,1992-08-03,5,7
Lahore,1992-08-07,4,3
Lahore,1992-08-17,4,4
Lahore,1992-08-20,4,4
Lahore,1992-08-31,5,5
Lahore,1992-09-03,5,7
Lahore,1992-09-10,3,5
Lahore,1992-09-21,5,4
Lahore,1992-09-24,6,2
Lahore,1992-10-05,7,3
Lahore,1992-10-08,7,1
Lahore,1992-10-16,5,3
Lahore,1992-10-21,6,2
Lahore,1992-10-28,7,5
Lahore,1992-11-09,6,2
Lahore,1992-11-16,4,1
Lahore,1992-11-22,6,1
Lahore,1992-11-24,6,2
Lahore,1992-12-05,4,1
Lahore,1992-12-08,5,1
Lahore,1992-12-21,5,3
Lahore,1992-12-24,6,1
Lahore,1993-01-04,4,2
Lahore,1993-01-05,5,4
Lahore,1993-01-17,4,1
Lahore,1993-01-25,8,1
Lahore,1993-01-30,6,3
Lahore,1993-02-04,6,3
Lahore,1993-02-09,8,6
Lahore,1993-02-16,10,1
Lahore,1993-03-01,7,4
Lahore,1993-03-06,8,1
Lahore,1993-03-09,8,2
Lahore,1993-03-21,8,4
Lahore,1993-03-25,8,4
Lahore,1993-03-30,7,4
Lahore,1993-04-12,9,2
Lahore,1993-04-17,8,8
Lahore,1993-04-22,7,6
Lahore,1993-04-30,8,5
Lahore,1993-05-05,6,4
Lahore,1993-05-13,6,3
Lahore,1993-05-23,6,10
Lahore,1993-05-29,5,4
Lahore,1993-06-07,4,4
Lahore,1993-06-12,3,3
Lahore,1993-06-21,4,7
Lahore,1993-06-25,4,4
Lahore,1993-07-04,4,7
Lahore,1993-07-06,3,3
Lahore,1993-07-19,5,5
Lahore,1993-07-25,5,5
Lahore,1993-07-29,2,4
Lahore,1993-08-07,3,7
Lahore,1993-08-11,4,6
Lahore,1993-08-22,4,4
Lahore,1993-08-25,3,3
Lahore,1993-09-01,4,3
Lahore,1993-09-11,6,4
Lahore,1993-09-20,9,5
Lahore,1993-09-22,6,4
Lahore,1993-09-30,6,2
Lahore,1993-10-05,5,4
Lahore,1993-10-14,4,5
Lahore,1993-10-24,7,1
Lahore,1993-10-28,7,3
Lahore,1993-11-05,6,2
Lahore,1993-11-12,7,1
Lahore,1993-11-19,1,5
Lahore,1993-11-28,6,2
Lahore,1993-11-30,5,4
Lahore,1993-12-10,4,1
Lahore,1993-12-20,6,3
Lahore,1993-12-24,4,2
Lahore,1993-12-30,6,2
Lahore,1994-01-06,4,1
Lahore,1994-01-17,8,3
Lahore,1994-01-20,4,2
Lahore,1994-01-29,7,2
Lahore,1994-02-07,7,3
Lahore,1994-02-12,10,1
Lahore,1994-02-17,8,5
Lahore,1994-02-25,6,3
Lahore,1994-03-04,9,4
Lahore,1994-03-13,6,5
Lahore,1994-03-20,8,3
Lahore,1994-03-24,8,5
Lahore,1994-04-01,5,7
Lahore,1994-04-07,8,5
Lahore,1994-04-15,8,5
Lahore,1994-04-20,9,3
Lahore,1994-04-29,6,4
Lahore,1994-05-08,6,4
Lahore,1994-05-16,6,5
Lahore,1994-05-20,6,4
Lahore,1994-05-24,5,5
Lahore,1994-06-03,3,6
Lahore,1994-06-13,4,6
Lahore,1994-06-16,5,5
Lahore,1994-06-23,4,5
Lahore,1994-06-29,5,4
Lahore,1994-07-11,4,6
Lahore,1994-07-12,2,5
Lahore,1994-07-20,4,5
Lahore,1994-07-27,1,5
Lahore,1994-08-02,3,9
Lahore,1994-08-14,4,6
Lahore,1994-08-18,4,4
Lahore,1994-08-25,3,7
Lahore,1994-08-30,5,5
Lahore,1994-09-10,7,1
Lahore,1994-09-14,4,2
Lahore,1994-09-23,7,2
Lahore,1994-10-02,6,5
Lahore,1994-10-10,7,2
Lahore,1994-10-14,6,4
Lahore,1994-10-20,8,2
Lahore,1994-10-31,9,2
Lahore,1994-11-03,5,1
Lahore,1994-11-13,8,3
Lahore,1994-11-20,5,3
Lahore,1994-11-27,6,3
Lahore,1994-11-30,5,1
Lahore,1994-12-10,6,2
Lahore,1994-12-19,5,1
Lahore,1994-12-20,6,1
Lahore,1994-12-28,3,1
Lahore,1995-01-05,5,2
Lahore,1995-01-13,6,1
Lahore,1995-01-19,7,2
Lahore,1995-01-28,5,1
Lahore,1995-02-01,7,3
Lahore,1995-02-09,8,2
Lahore,1995-02-15,7,2
Lahore,1995-02-22,8,4
Lahore,1995-03-02,8,5
Lahore,1995-03-13,9,4
Lahore,1995-03-18,9,3
Lahore,1995-03-22,7,1
Lahore,1995-03-28,7,5
Lahore,1995-04-10,9,6
Lahore,1995-04-13,9,4
Lahore,1995-04-18,6,5
Lahore,1995-04-25,6,5
Lahore,1995-05-04,7,4
Lahore,1995-05-13,5,5
Lahore,1995-05-17,6,6
Lahore,1995-05-25,5,6
Lahore,1995-06-04,2,4
Lahore,1995-06-06,3,5
Lahore,1995-06-16,4,5
Lahore,1995-06-20,5,4
Lahore,1995-07-01,4,5
Lahore,1995-07-10,4,4
Lahore,1995-07-15,4,5
Lahore,1995-07-22,5,6
Lahore,1995-07-30,3,3
Lahore,1995-08-04,5,6
Lahore,1995-08-14,5,5
Lahore,1995-08-19,5,5
Lahore,1995-08-26,4,7
Lahore,1995-09-04,7,3
Lahore,1995-09-09,6,5
Lahore,1995-09-14,5,3
Lahore,1995-09-23,6,1
Lahore,1995-09-26,7,3
Lahore,1995-10-06,7,1
Lahore,1995-10-15,7,4
Lahore,1995-10-17,8,1
Lahore,1995-10-24,7,1
Lahore,1995-11-06,5,2
Lahore,1995-11-12,7,3
Lahore,1995-11-19,5,1
Lahore,1995-11-25,5,1
Lahore,1995-11-30,1,2
Lahore,1995-12-09,4,3
Lahore,1995-12-14,4,2
Lahore,1995-12-22,1,1
Lahore,1995-12-28,5,4
Lahore,1996-01-05,6,10
Lahore,1996-01-15,5,1
Lahore,1996-01-17,6,4
Lahore,1996-01-28,5,5
Lahore,1996-01-31,9,3
Lahore,1996-02-11,7,6
Lahore,1996-02-18,5,3
Lahore,1996-02-24,5,1
Lahore,1996-02-29,7,2
Lahore,1996-03-09,7,4
Lahore,1996-03-12,7,4
Lahore,1996-03-21,10,3
Lahore,1996-04-01,8,5
Lahore,1996-04-03,6,4
Lahore,1996-04-13,8,4
Lahore,1996-04-19,6,4
Lahore,1996-04-24,8,5
Lahore,1996-05-01,6,3
Lahore,1996-05-10,3,4
Lahore,1996-05-17,5,4
Lahore,1996-05-22,4,6
Lahore,1996-06-02,3,3
Lahore,1996-06-07,5,4
Lahore,1996-06-15,4,4
Lahore,1996-06-23,2,4
Lahore,1996-06-28,4,7
Lahore,1996-07-04,4,6
Lahore,1996-07-13,4,5
Lahore,1996-07-21,3,4
Lahore,1996-07-24,4,5
Lahore,1996-07-31,4,5
Lahore,1996-08-08,3,7
Lahore,1996-08-16,5,6
Lahore,1996-08-21,4,5
Lahore,1996-08-31,3,4
Lahore,1996-09-06,6,3
Lahore,1996-09-14,6,4
